,Unnamed: 0,Submission ID,Submission ID generated by device,Transfers Date,Vessel,Transfers : Time Question,Transfers : Hour,Transfers : To/From where?,Transfers : Turbine,Transfers : No. of Pax,Transfers : Transfer Up/Down,Transfers : No. of Cargo Lifts/Drops,Lat,Lon,datetime,distance,Distance_abs,Total fuel used L,VHM0 (Wave Height),Eastward Wind,Northward Wind,Eastward Current,Northward Current
3643,3643,72798606,3afa1d82-6405-41ac-855f-09552c68f639,28/07/2022,Njord Magni,17:29:00,17,Shore,Lowestoft,9,Up (Leaving CTV),5,52.474199,1.736557,28/07/2022 17:29,17.364902935922146,33.02626162613693,393.48048171121997,,-6.85,-0.86,-0.024000001,0.2100000099744647
3644,3644,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,06:45:00,6,Shore,Lowestoft,6,Down (On to CTV),0,52.474199,1.736557,28/07/2022 06:45,0,0,0,,-5.85,2.6,-0.077000004,-0.702000033
3645,3645,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,08:20:00,8,Tp/Substation,EA1 F27,3,Up (Leaving CTV),0,52.32545,2.527783333,28/07/2022 08:20,14.08650338370353,30.32994301703085,580.9232367810001,1.0760000511072576,-8.61,1.15,-0.190000009,-0.785000037
3646,3646,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,08:40:00,8,Tp/Substation,EA1 F20,3,Up (Leaving CTV),4,52.28075,2.55225,28/07/2022 08:40,3.321795463562012,2.830142386164262,94.34225911,1.0760000511072576,-8.98,0.76,-0.279000013,-0.864000041
3647,3647,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,09:50:00,9,Tp/Substation,EA1 F27,3,Down (On to CTV),0,52.32545,2.527783333,28/07/2022 09:50,7.607155799865723,2.830142386164262,169.96614386800002,1.0760000511072576,-9.3,0.03,-0.284000013,-0.768000036
3648,3648,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,10:10:00,10,Tp/Substation,EA1 C22,3,Up (Leaving CTV),0,52.28361667,2.455,28/07/2022 10:10,1.166388362646103,3.667223825239927,6.552943722999999,1.0760000511072576,-9.43,0.34,-0.299000014,-0.774000037
3649,3649,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,11:20:00,11,Tp/Substation,EA1 C22,3,Down (On to CTV),0,52.28361667,2.455,28/07/2022 11:20,3.3901872038841248,0,110.19977297700001,1.026000048732385,-9.65,-0.37,-0.21900001,-0.522000025
3650,3650,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,12:00:00,12,Tp/Substation,EA1 C17,3,Up (Leaving CTV),0,52.25163333,2.472466667,28/07/2022 12:00,1.923209428787232,2.024700843288442,11.36320764,1.0300000489223748,-9.38,-0.56,-0.098000005,-0.118000006
3651,3651,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,13:50:00,13,Tp/Substation,EA1 C17,3,Down (On to CTV),0,52.25163333,2.472466667,28/07/2022 13:50,7.968048810958862,0,93.59999720100001,1.0520000499673188,-8.34,-1.64,0.1590000075520947,0.760000036
3652,3652,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,16:10:00,16,Tp/Substation,EA1 F20,3,Down (On to CTV),3,52.28075,2.55225,28/07/2022 16:10,22.245542854070663,3.413259937336087,504.2557854,1.0440000495873392,-7.44,-3.11,0.1920000091195106,0.7990000379504636
3653,3653,72799159,831de5c2-2444-423a-ae8b-610bccee5103,28/07/2022,Njord Forseti,17:55:00,17,Shore,Lowestoft,6,Up (Leaving CTV),4,52.474199,1.736557,28/07/2022 17:55,14.85283900424838,32.07351227239678,328.4502785,,-6.73,-1.4,-0.078000004,-0.363000017
3685,3685,72845803,15552e66-1410-4510-ab2a-4c9db1738354,30/07/2022,Njord Magni,06:39:00,6,Shore,Lowestoft,7,Down (On to CTV),0,52.474199,1.736557,30/07/2022 06:39,0,0,0,,1.24,6.0200000000000005,-0.079000004,-0.592000028
3686,3686,72845803,15552e66-1410-4510-ab2a-4c9db1738354,30/07/2022,Njord Magni,08:10:00,8,Tp/Substation,EA1 F21,4,Up (Leaving CTV),5,52.28715,2.5488,30/07/2022 08:10,11.441779994405806,31.816015926822654,392.10763696900005,0.5200000246986747,0.21,4.88,-0.063000003,-0.390000019
3687,3687,72845803,15552e66-1410-4510-ab2a-4c9db1738354,30/07/2022,Njord Magni,08:38:00,8,Tp/Substation,EA1 F22,3,Up (Leaving CTV),5,52.2932,2.54535,30/07/2022 08:38,1.5971899032592771,0.3847070794572111,6.741480355,0.5200000246986747,0.93,6.41,-0.158000008,-0.765000036
3688,3688,72845803,15552e66-1410-4510-ab2a-4c9db1738354,30/07/2022,Njord Magni,15:44:00,15,Tp/Substation,EA1 F22,3,Down (On to CTV),2,52.2932,2.54535,30/07/2022 15:44,34.083240389823914,0,475.34921226299997,0.6520000309683383,0.74,4.99,0.328000016,0.9800000465475024
3689,3689,72845803,15552e66-1410-4510-ab2a-4c9db1738354,30/07/2022,Njord Magni,15:55:00,15,Tp/Substation,EA1 F21,4,Down (On to CTV),2,52.28715,2.5488,30/07/2022 15:55,4.161841393,0.3847070794572111,93.4915931,0.6520000309683383,0.74,4.99,0.328000016,0.9800000465475024
3690,3690,72845803,15552e66-1410-4510-ab2a-4c9db1738354,30/07/2022,Njord Magni,18:30:00,17,Shore,Lowestoft,7,Up (Leaving CTV),2,52.474199,1.736557,30/07/2022 18:30,13.117905024439096,31.816015926822654,280.51542827969996,,3.34,2.23,-0.060000003,-0.328000016
3691,3691,72846096,5a8dd2fd-4d33-46fe-99f8-11102f68fb83,30/07/2022,Njord Forseti,06:45:00,6,Shore,Lowestoft,6,Down (On to CTV),1,52.474199,1.736557,30/07/2022 06:45,0,0,0,,1.24,6.0200000000000005,-0.079000004,-0.592000028
3692,3692,72846096,5a8dd2fd-4d33-46fe-99f8-11102f68fb83,30/07/2022,Njord Forseti,08:20:00,8,Tp/Substation,EA1 E22,3,Up (Leaving CTV),2,52.29051667,2.515033333,30/07/2022 08:20,19.27677220106125,30.586807426083237,571.5572851920001,0.5200000246986747,0.21,4.88,-0.063000003,-0.390000019
3693,3693,72846096,5a8dd2fd-4d33-46fe-99f8-11102f68fb83,30/07/2022,Njord Forseti,13:15:00,13,Tp/Substation,EA1 E22,3,Down (On to CTV),2,52.29051667,2.515033333,30/07/2022 13:15,12.275480091571808,0,282.6017226910001,0.6940000329632312,2.18,5.11,-0.056000003,-0.146000007
3694,3694,72846096,5a8dd2fd-4d33-46fe-99f8-11102f68fb83,30/07/2022,Njord Forseti,13:35:00,13,Tp/Substation,EA1 C20,3,Up (Leaving CTV),2,52.27113333,2.462033333,30/07/2022 13:35,1.048059344291687,2.268140738654636,4.547330333,0.6440000305883586,0.68,5.32,0.1200000056996941,0.4360000207088887
3695,3695,72846096,5a8dd2fd-4d33-46fe-99f8-11102f68fb83,30/07/2022,Njord Forseti,18:00:00,18,Shore,Lowestoft,6,Up (Leaving CTV),2,52.474199,1.736557,30/07/2022 18:00,44.37422189116478,29.25461273810476,1020.7214937250001,,2.81,3.6,-0.005,0.2960000140592456
3700,3700,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,06:50:00,6,Shore,Lowestoft,6,Down (On to CTV),0,52.474199,1.736557,31/07/2022 06:50,0,0,0,,4.5200000000000005,4.38,-0.034000002,-0.330000016
3701,3701,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,08:25:00,8,Tp/Substation,EA1 E13,3,Up (Leaving CTV),2,52.2332,2.546116667,31/07/2022 08:25,14.82594433426857,33.02626162613693,517.0652997880002,0.8200000389479101,6.07,4.25,-0.029000001,-0.149000007
3702,3702,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,08:55:00,8,Tp/Substation,EA1 D10,3,Up (Leaving CTV),3,52.21051667,2.527766667,31/07/2022 08:55,0.9624879956245422,1.5199850331764388,4.0964122,0.8260000392328948,6,5.13,-0.118000006,-0.611000029
3703,3703,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,12:40:00,12,Tp/Substation,EA1 E13,0,Up (Leaving CTV),1,52.2332,2.546116667,31/07/2022 12:40,8.93986164,1.5199850331764388,68.53984849,1.0320000490173695,5.63,3.0700000000000003,-0.114000005,-0.395000019
3704,3704,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,15:10:00,15,Tp/Substation,EA1 D10,3,Down (On to CTV),3,52.21051667,2.527766667,31/07/2022 15:10,12.998104393482208,1.5199850331764388,338.6704459,0.9720000461675228,4.96,0.08,0.2960000140592456,0.605000029
3705,3705,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,15:35:00,15,Tp/Substation,EA1 E13,3,Down (On to CTV),2,52.2332,2.546116667,31/07/2022 15:35,9.167023659,1.5199850331764388,212.26999189999998,0.9700000460725278,3.88,-1.54,0.3980000189039856,0.8960000425577164
3706,3706,72854239,090eca11-19f7-4611-ba6b-af8e94dd2c06,31/07/2022,Njord Forseti,17:20:00,17,Shore,Lowestoft,6,Up (Leaving CTV),3,52.474199,1.736557,31/07/2022 17:20,15.915910831652582,33.02626162613693,357.9702355,,2.22,-3.87,0.078000004,0.5520000262185931
3707,3707,72854314,62f13e23-118c-417b-ba61-a30f38fa7f71,31/07/2022,Njord Magni,06:45:00,6,Shore,Lowestoft,7,Down (On to CTV),0,52.474199,1.736557,31/07/2022 06:45,0,0,0,,4.5200000000000005,4.38,-0.034000002,-0.330000016
3708,3708,72854314,62f13e23-118c-417b-ba61-a30f38fa7f71,31/07/2022,Njord Magni,08:18:00,8,Tp/Substation,EA1 F21,4,Up (Leaving CTV),2,52.28715,2.5488,31/07/2022 08:18,14.04395854473114,31.816015926822654,388.4792906,0.8060000382829458,5.97,4.19,0,-0.170000008
3709,3709,72854314,62f13e23-118c-417b-ba61-a30f38fa7f71,31/07/2022,Njord Magni,08:39:00,8,Tp/Substation,EA1 F22,3,Up (Leaving CTV),2,52.2932,2.54535,31/07/2022 08:39,1.0859168767929075,0.3847070794572111,4.711340107,0.8060000382829458,6.01,4.8100000000000005,-0.080000004,-0.63700003
3710,3710,72854314,62f13e23-118c-417b-ba61-a30f38fa7f71,31/07/2022,Njord Magni,15:48:00,15,Tp/Substation,EA1 F21,4,Down (On to CTV),5,52.28715,2.5488,31/07/2022 15:48,24.725895702838898,0.3847070794572111,467.5222062489999,0.9680000459775328,3.65,-2.59,0.3620000171940774,0.9160000435076654
3711,3711,72854314,62f13e23-118c-417b-ba61-a30f38fa7f71,31/07/2022,Njord Magni,16:05:00,16,Tp/Substation,EA1 F22,3,Down (On to CTV),2,52.2932,2.54535,31/07/2022 16:05,6.403411865234375,0.3847070794572111,144.4586657,0.9680000459775328,3.65,-2.59,0.3620000171940774,0.9160000435076654
3712,3712,72854314,62f13e23-118c-417b-ba61-a30f38fa7f71,31/07/2022,Njord Magni,17:39:00,17,Shore,Lowestoft,7,Up (Leaving CTV),4,52.474199,1.736557,31/07/2022 17:39,12.905218414962292,31.56897590151926,282.7350145756999,,1.54,-4.43,0.038000002,0.3980000189039856
3739,3739,72878177,bcc5e9cf-7ce9-4604-8d9c-be394693d6ab,01/08/2022,Njord Forseti,06:40:00,6,Shore,Lowestoft,6,Down (On to CTV),0,52.474199,1.736557,01/08/2022 06:40,0,0,0,,-2.88,-1.22,-0.031000001,0.1100000052247196
3740,3740,72878177,bcc5e9cf-7ce9-4604-8d9c-be394693d6ab,01/08/2022,Njord Forseti,08:25:00,8,Tp/Substation,EA1 D13,3,Up (Leaving CTV),5,52.22903333,2.516366667,01/08/2022 08:25,19.37497091293335,32.16405942178854,570.8587671569999,0.6500000308733433,-3.42,-2.44,-0.040000002,0.1520000072196126
3741,3741,72878177,bcc5e9cf-7ce9-4604-8d9c-be394693d6ab,01/08/2022,Njord Forseti,15:10:00,15,Tp/Substation,EA1 D13,3,Down (On to CTV),5,52.22903333,2.516366667,01/08/2022 15:10,36.89671957492829,0,769.1097946290001,0.718000034,-3.4,1.65,0.086000004,0.3620000171940774
3742,3742,72878177,bcc5e9cf-7ce9-4604-8d9c-be394693d6ab,01/08/2022,Njord Forseti,17:00:00,17,Shore,Lowestoft,6,Up (Leaving CTV),3,52.474199,1.736557,01/08/2022 17:00,18.01818138360977,32.16405942178854,376.46437579300004,,-2.35,6.28,0.085000004,0.62700003
3751,3751,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,07:00:00,6,Shore,Lowestoft,7,Down (On to CTV),0,52.474199,1.736557,01/08/2022 07:00,0,0,0,,-2.88,-1.22,-0.031000001,0.1100000052247196
3752,3752,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,08:43:00,8,Tp/Substation,EA1 F22,3,Up (Leaving CTV),2,52.2932,2.54535,01/08/2022 08:43,19.45133162,31.56897590151926,596.8391333,0.678000032,-4.03,-1.73,-0.090000004,-0.388000018
3753,3753,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,09:02:00,9,Tp/Substation,EA1 E23,4,Up (Leaving CTV),3,52.29688333,2.511583333,01/08/2022 09:02,3.773913145065308,1.2594952390543908,129.5341256,0.678000032,-4.03,-1.73,-0.090000004,-0.388000018
3754,3754,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,09:42:00,9,Tp/Substation,EA1 B15,1,Down (On to CTV),0,52.23548333,2.449366667,01/08/2022 09:42,2.1716973781585693,4.337796391021192,42.43638963100001,0.63600003,-3.35,-0.69,-0.21500001,-0.808000038
3755,3755,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,09:47:00,9,Tp/Substation,EA1 B15,1,Up (Leaving CTV),0,52.23548333,2.449366667,01/08/2022 09:47,0.215641513,0,0.590175822,0.63600003,-3.35,-0.69,-0.21500001,-0.808000038
3756,3756,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,14:23:00,14,Tp/Substation,EA1 F22,3,Down (On to CTV),4,52.2932,2.54535,01/08/2022 14:23,14.254674971103668,4.944516253878843,174.38133490799999,0.7200000341981649,-3.51,1.32,-0.109000005,-0.20200001
3757,3757,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,15:17:00,15,Tp/Substation,EA1 E23,4,Down (On to CTV),2,52.29688333,2.511583333,01/08/2022 15:17,17.663345336914062,1.2594952390543908,434.1573166,0.7200000341981649,-3.22,1.73,0.049000002,0.3580000170040875
3758,3758,72899876,fbca2e03-bf15-4b7a-ad1d-c0da51238ebc,01/08/2022,Njord Magni,16:55:00,17,Shore,Lowestoft,7,Up (Leaving CTV),0,52.474199,1.736557,01/08/2022 16:55,13.637184396386148,30.330732728331554,317.33381636900003,,-2.35,6.28,0.085000004,0.62700003
3759,3759,72910244,fa2f6631-de5e-4fff-bb33-3cc902374684,02/08/2022,Njord Forseti,07:00:00,6,Shore,Lowestoft,7,Down (On to CTV),0,52.474199,1.736557,02/08/2022 07:00,0,0,0,,3.89,5.8,0.021000001,0.359000017
3760,3760,72910244,fa2f6631-de5e-4fff-bb33-3cc902374684,02/08/2022,Njord Forseti,08:50:00,8,Tp/Substation,EA1 D13,4,Up (Leaving CTV),4,52.22903333,2.516366667,02/08/2022 08:50,20.65430688858032,32.16405942178854,603.2433039980001,0.9900000470224768,5.19,7.27,-0.008,-0.015000001
3761,3761,72910244,fa2f6631-de5e-4fff-bb33-3cc902374684,02/08/2022,Njord Forseti,10:50:00,10,Tp/Substation,EA1 D13,4,Down (On to CTV),4,52.22903333,2.516366667,02/08/2022 10:50,11.046674370765686,0,343.6809726,1.1800000560469923,4.68,8.08,-0.20600001,-0.814000039
3762,3762,72910244,fa2f6631-de5e-4fff-bb33-3cc902374684,02/08/2022,Njord Forseti,13:30:00,13,Shore,Lowestoft,7,Up (Leaving CTV),2,52.474199,1.736557,02/08/2022 13:30,32.175062665715814,32.16405942178854,825.3954186,,4.05,5.3500000000000005,0.057000003,0.2250000106869265
3787,3787,72950188,856fd74b-5f43-4b9e-a896-bcd0cce94ca6,03/08/2022,Njord Magni,07:50:00,7,Shore,Lowestoft,8,Down (On to CTV),0,52.474199,1.736557,03/08/2022 07:50,0,0,0,,4.26,5.57,-0.003,0.1590000075520947
3788,3788,72950188,856fd74b-5f43-4b9e-a896-bcd0cce94ca6,03/08/2022,Njord Magni,09:29:00,9,Tp/Substation,EA1 A12,3,Up (Leaving CTV),2,52.21335,2.428566667,03/08/2022 09:29,20.841313123703003,29.825578337928082,629.2527278849999,0.9160000435076654,4.8500000000000005,6.33,0.013000001,0.2390000113518908
3789,3789,72950188,856fd74b-5f43-4b9e-a896-bcd0cce94ca6,03/08/2022,Njord Magni,11:02:00,11,Tp/Substation,EA1 E23,5,Up (Leaving CTV),2,52.29688333,2.511583333,03/08/2022 11:02,11.308515593409538,5.870569558,320.7858698,0.9560000454075634,4.39,6.3,-0.105000005,-0.693000033
3790,3790,72950188,856fd74b-5f43-4b9e-a896-bcd0cce94ca6,03/08/2022,Njord Magni,15:48:00,15,Tp/Substation,EA1 E23,5,Down (On to CTV),3,52.29688333,2.511583333,03/08/2022 15:48,33.33293819,0,707.3314438148999,0.9540000453125684,2.31,5.79,0.073000003,0.2980000141542405
3792,3792,72950188,856fd74b-5f43-4b9e-a896-bcd0cce94ca6,03/08/2022,Njord Magni,17:22:00,17,Shore,Lowestoft,8,Up (Leaving CTV),3,52.474199,1.736557,03/08/2022 17:22,24.889381010085344,30.330732728331554,581.7122925399999,,2.24,4.73,0.1150000054622069,0.7010000332957134
3797,3797,72952122,4d59cee9-a596-439c-98c9-a78c4f2ca514,03/08/2022,Njord Forseti,07:45:00,7,Shore,Lowestoft,10,Down (On to CTV),0,52.474199,1.736557,03/08/2022 07:45,0,0,0,,4.26,5.57,-0.003,0.1590000075520947
3798,3798,72952122,4d59cee9-a596-439c-98c9-a78c4f2ca514,03/08/2022,Njord Forseti,10:38:00,10,Tp/Substation,EA1 C19,3,Up (Leaving CTV),2,52.26473333,2.4652,03/08/2022 10:38,31.360687732696533,29.52355089142605,951.9648910360002,0.9540000453125684,4.0600000000000005,6.6000000000000005,-0.120000006,-0.704000033
3799,3799,72952122,4d59cee9-a596-439c-98c9-a78c4f2ca514,03/08/2022,Njord Forseti,11:26:00,11,Tp/Substation,EA1 F25,3,Up (Leaving CTV),5,52.31276667,2.535016667,03/08/2022 11:26,1.0299475491046906,3.858958292307477,50.6423369,0.9600000455975533,4.39,6.3,-0.073000003,-0.694000033
3800,3800,72952122,4d59cee9-a596-439c-98c9-a78c4f2ca514,03/08/2022,Njord Forseti,14:44:00,14,Tp/Substation,EA1 F25,3,Down (On to CTV),4,52.31276667,2.535016667,03/08/2022 14:44,13.265772879123688,0,199.72092263899998,0.9680000459775328,2.5500000000000003,5.97,-0.120000006,-0.233000011
3801,3801,72952122,4d59cee9-a596-439c-98c9-a78c4f2ca514,03/08/2022,Njord Forseti,16:28:00,16,Tp/Substation,EA1 C19,3,Down (On to CTV),3,52.26473333,2.4652,03/08/2022 16:28,27.00435185432434,3.858958292307477,732.8629813280002,0.9500000451225789,2.1,6.19,0.065000003,0.328000016
3802,3802,72952122,4d59cee9-a596-439c-98c9-a78c4f2ca514,03/08/2022,Njord Forseti,18:14:00,18,Shore,Lowestoft,10,Up (Leaving CTV),10,52.474199,1.736557,03/08/2022 18:14,12.583772596903144,29.52355089142605,290.67652442215007,,2.01,4.5200000000000005,0.093000004,0.6220000295434147
3803,3803,72952331,e0dcbdc0-75c4-496e-8b3f-450508845b2d,03/08/2022,Njord Avocet,07:40:00,7,Shore,Lowestoft,3,Down (On to CTV),3,52.474199,1.736557,03/08/2022 07:40,0,0,0,,4.26,5.57,-0.003,0.1590000075520947
3804,3804,72952331,e0dcbdc0-75c4-496e-8b3f-450508845b2d,03/08/2022,Njord Avocet,09:25:00,9,Tp/Substation,EA1 D15,3,Up (Leaving CTV),3,52.24213333,2.509466667,03/08/2022 09:25,14.479598879814148,31.580749191698565,321.47614861299957,0.924000044,4.83,6.07,0.040000002,0.2030000096419826
3805,3805,72952331,e0dcbdc0-75c4-496e-8b3f-450508845b2d,03/08/2022,Njord Avocet,12:10:00,12,Tp/Substation,EA1 D15,3,Down (On to CTV),3,52.24213333,2.509466667,03/08/2022 12:10,3.501284182071686,0,157.1654329,0.944000045,3.85,6.5200000000000005,-0.233000011,-0.897000043
3807,3807,72952331,e0dcbdc0-75c4-496e-8b3f-450508845b2d,03/08/2022,Njord Avocet,13:50:00,13,Tp/Substation,EA1 E13,3,Down (On to CTV),3,52.2332,2.546116667,03/08/2022 13:50,45.45887695811689,1.4503685988220334,993.4225685741992,0.922000044,2.99,6.25,-0.233000011,-0.581000028
3808,3808,72952331,e0dcbdc0-75c4-496e-8b3f-450508845b2d,03/08/2022,Njord Avocet,17:35:00,17,Shore,Lowestoft,3,Up (Leaving CTV),4,52.474199,1.736557,03/08/2022 17:35,35.61729582212865,33.02626162613693,582.2102070583995,,2.01,4.5200000000000005,0.093000004,0.6220000295434147
3809,3809,72984168,473016f8-5e99-4f6a-adcc-9b5f1c932022,04/08/2022,Njord Magni,08:00:00,7,Shore,Lowestoft,7,Down (On to CTV),0,52.474199,1.736557,04/08/2022 08:00,0,0,0,,3.83,-1.94,0.025000001,0.3540000168140977
3810,3810,72984168,473016f8-5e99-4f6a-adcc-9b5f1c932022,04/08/2022,Njord Magni,09:45:00,9,Tp/Substation,EA1 G25,3,Up (Leaving CTV),2,52.31661667,2.564916667,04/08/2022 09:45,19.4842062,31.78917468824948,554.630187,0.3620000171940774,3.0500000000000003,-1.82,0.018000001,-0.037000002
3811,3811,72984168,473016f8-5e99-4f6a-adcc-9b5f1c932022,04/08/2022,Njord Magni,10:20:00,10,Tp/Substation,EA1 E23,4,Up (Leaving CTV),2,52.29688333,2.511583333,04/08/2022 10:20,0.6319476664066315,2.288481960076631,10.6149013,0.3520000167191028,3.0500000000000003,-1.82,-0.01,-0.028000001
3812,3812,72984168,473016f8-5e99-4f6a-adcc-9b5f1c932022,04/08/2022,Njord Magni,14:20:00,14,Tp/Substation,EA1 G25,3,Down (On to CTV),2,52.31661667,2.564916667,04/08/2022 14:20,11.762495577335358,2.288481960076631,188.19459898300002,0.1860000088345259,0.41,-0.4,-0.270000013,-0.761000036
3813,3813,72984168,473016f8-5e99-4f6a-adcc-9b5f1c932022,04/08/2022,Njord Magni,15:30:00,15,Tp/Substation,EA1 E23,4,Down (On to CTV),5,52.29688333,2.511583333,04/08/2022 15:30,16.870726585388184,2.288481960076631,416.65271649299996,0.1800000085495412,-0.91,-2.52,-0.072000003,-0.129000006
3814,3814,72984168,473016f8-5e99-4f6a-adcc-9b5f1c932022,04/08/2022,Njord Magni,17:15:00,17,Shore,Lowestoft,7,Up (Leaving CTV),0,52.474199,1.736557,04/08/2022 17:15,14.899469707161188,30.330732728331554,335.80749449900003,,-4.11,-3.74,0.1060000050347298,0.7010000332957134
3846,3846,72986182,e053e07e-8203-4347-8501-4d9f6c679bbb,04/08/2022,Njord Forseti,07:50:00,6,Shore,Lowestoft,10,Down (On to CTV),0,52.474199,1.736557,04/08/2022 07:50,0,0,0,,3.83,-1.94,0.025000001,0.3540000168140977
3847,3847,72986182,e053e07e-8203-4347-8501-4d9f6c679bbb,04/08/2022,Njord Forseti,10:21:00,10,Tp/Substation,EA1 A10,4,Up (Leaving CTV),5,52.20018333,2.43635,04/08/2022 10:21,26.487461805343628,30.491340871943905,790.5735231,0.3260000154841691,2.78,-1.31,-0.041000002,0.007
3848,3848,72986182,e053e07e-8203-4347-8501-4d9f6c679bbb,04/08/2022,Njord Forseti,11:00:00,11,Tp/Substation,EA1 B14,3,Up (Leaving CTV),2,52.22893333,2.4529,04/08/2022 11:00,2.3454740047454834,1.830385247,82.71596202499997,0.2200000104494393,2.47,-0.77,-0.102000005,-0.463000022
3849,3849,72986182,e053e07e-8203-4347-8501-4d9f6c679bbb,04/08/2022,Njord Forseti,14:33:00,14,Tp/Substation,EA1 B14,3,Down (On to CTV),2,52.22893333,2.4529,04/08/2022 14:33,8.954616427,0,142.81873070851003,0.1660000078845769,-0.08,0.89,-0.169000008,-0.512000024
3851,3851,72986182,e053e07e-8203-4347-8501-4d9f6c679bbb,04/08/2022,Njord Forseti,16:26:00,16,Tp/Substation,EA1 A10,4,Down (On to CTV),2,52.20018333,2.43635,04/08/2022 16:26,25.325121521949768,1.830385247,565.7863786550001,0.164000008,-0.97,-0.59,-0.054000003,-0.125000006
3852,3852,72986182,e053e07e-8203-4347-8501-4d9f6c679bbb,04/08/2022,Njord Forseti,18:00:00,6,Shore,Lowestoft,10,Up (Leaving CTV),0,52.474199,1.736557,04/08/2022 18:00,11.72810898,30.491340871943905,255.92260297660005,,-4.75,-2.09,0.097000005,0.6400000303983688
3878,3878,73021118,31bd4478-93f3-4432-959b-b4b92ce25b06,05/08/2022,Njord Magni,06:40:00,6,Shore,Lowestoft,4,Down (On to CTV),0,52.474199,1.736557,05/08/2022 06:40,0,0,0,,4.41,-5.07,0.077000004,0.5790000275010243
3879,3879,73021118,31bd4478-93f3-4432-959b-b4b92ce25b06,05/08/2022,Njord Magni,08:20:00,8,Tp/Substation,EA1 G24,4,Up (Leaving CTV),2,52.3092,2.5683,05/08/2022 08:20,14.087253898382189,32.044826135184024,408.4776635,0.6040000286884606,3.19,-5.55,0.2160000102594494,0.7640000362880528
3880,3880,73021118,31bd4478-93f3-4432-959b-b4b92ce25b06,05/08/2022,Njord Magni,15:30:00,15,Tp/Substation,EA1 G24,4,Down (On to CTV),2,52.3092,2.5683,05/08/2022 15:30,24.40040174126625,0,567.9352023,0.9540000453125684,1.31,-7.38,-0.160000008,-0.440000021
3881,3881,73021118,31bd4478-93f3-4432-959b-b4b92ce25b06,05/08/2022,Njord Magni,17:25:00,17,Shore,Lowestoft,4,Up (Leaving CTV),4,52.474199,1.736557,05/08/2022 17:25,17.670361649245024,32.044826135184024,400.56990007699994,,1.63,-5.48,0.074000004,0.574000027
3882,3882,73022307,a8255f5d-d2a2-4622-93fb-ec759919e843,05/08/2022,Njord Forseti,06:45:00,6,Shore,Lowestoft,7,Down (On to CTV),0,52.474199,1.736557,05/08/2022 06:45,0,0,0,,4.41,-5.07,0.077000004,0.5790000275010243
3883,3883,73022307,a8255f5d-d2a2-4622-93fb-ec759919e843,05/08/2022,Njord Forseti,09:10:00,9,Tp/Substation,EA1 A10,4,Up (Leaving CTV),2,52.20018333,2.43635,05/08/2022 09:10,20.63795107603073,30.491340871943905,525.8005818720001,0.6080000288784504,4.3100000000000005,-5.15,0.1340000063646584,0.605000029
3884,3884,73022307,a8255f5d-d2a2-4622-93fb-ec759919e843,05/08/2022,Njord Forseti,09:50:00,9,Tp/Substation,EA1 A10,0,Up (Leaving CTV),1,52.20018333,2.43635,05/08/2022 09:50,4.743885994,0,108.75051529600002,0.6080000288784504,3.5700000000000003,-5.75,0.027000001,0.2980000141542405
3885,3885,73022307,a8255f5d-d2a2-4622-93fb-ec759919e843,05/08/2022,Njord Forseti,13:30:00,13,Tp/Substation,EA1 E18,3,Up (Leaving CTV),2,52.265,2.5288,05/08/2022 13:30,12.38184783887118,5.167392524066181,285.26338151680005,0.9420000447425992,3.18,-8.19,-0.252000012,-0.84500004
